record_id,collection_zone,district,ward_number,collection_date,collection_time,waste_source,collection_point_id,latitude,longitude,waste_category,sub_waste_type,waste_weight_kg,waste_volume_m3,moisture_content_pct,organic_content_pct,plastic_content_pct,metal_content_pct,glass_content_pct,paper_content_pct,hazardous_content_pct,contamination_level,odor_level,temperature_c,humidity_pct,rainfall_mm,air_quality_index,collection_frequency_days,bin_fill_level_pct,overflow_status,vehicle_type,vehicle_capacity_kg,distance_to_processing_km,travel_time_min,fuel_consumption_l,traffic_density,processing_facility,recycling_feasibility_score,compost_quality_score,energy_recovery_score,landfill_priority_score,resource_recovery_score,collection_priority_score,route_efficiency_score,operational_cost_usd,carbon_emission_kg,farmland_reuse_potential,management_decision,bin_fill_score,hazardous_score,contamination_score,collection_priority_normalized,waste_risk_score,waste_risk_level,aqi_score,carbon_score,pollution_risk_score,pollution_risk_level,compliance_status
SWM_102493,Industrial Zone,District_D,20,19-02-2025,18:16,Market,CP_3744,36.967831,90.852795,Plastic,Plastic Bags,368.3,9.81,68.27,8.87,74.06,44.21,23.62,30.49,3.42,8.34,4.32,33.64,32.76,25.66,132,9,98.82,No,Dump Truck,11088,30.15,87,33.0,Moderate,Recovery Center,82.97,98.15,98.29,45.7,95.03,36.55,60.76,500.16,110.09,High,Composting,98.53731716464557,22.8,83.39999999999999,36.543654365436545,67.27647502067371,High,31.874999999999996,91.38185929211235,47.91205778763371,Moderate,Violation
SWM_102494,East Zone,District_D,16,26-08-2024,14:01,Industrial,CP_6951,23.191338,80.117924,Organic,Crop Residue,588.24,5.58,62.1,80.42,67.29,12.72,22.86,1.5,11.97,1.25,8.72,28.98,32.55,95.5,263,3,36.02,Yes,Dump Truck,7553,24.27,172,23.54,Low,Recovery Center,36.0,17.9,40.61,14.42,71.92,17.15,48.24,353.81,113.68,Low,Recycling,20.02750343792975,79.80000000000001,12.5,17.14171417141714,33.032258500884474,Low,72.8125,94.50386990173058,80.71741097051918,Critical,Violation
SWM_102495,Suburban Zone,District_B,43,11-09-2024,20:27,Market,CP_1438,10.269492,94.983203,Organic,Crop Residue,182.42,10.12,12.69,98.87,64.61,3.15,8.56,32.91,7.85,6.29,4.64,37.82,46.14,21.17,194,9,22.7,No,Dump Truck,4407,20.16,9,18.22,High,Composting Facility,65.91,80.65,24.01,49.32,23.37,95.12,64.75,419.63,66.09,Low,Recycling,3.3754219277409665,52.33333333333333,62.9,95.11951195119512,41.28142889710899,Medium,51.24999999999999,53.11766240542657,52.026965388294634,Moderate,Compliant
SWM_102496,South Zone,District_E,47,24-11-2024,21:13,Market,CP_1935,16.173063,73.812467,Glass,Broken Glass,532.18,11.08,23.1,57.18,42.35,32.08,23.51,16.37,10.37,2.73,6.53,26.1,26.18,15.27,63,7,86.73,No,Auto Tipper,6369,8.16,165,14.56,High,Composting Facility,28.76,5.79,59.95,79.88,99.23,93.6,4.93,184.2,52.39,Low,Landfill,83.42292786598325,69.13333333333333,27.3,93.5993599359936,70.15240847012568,High,10.3125,41.203582920253936,31.34399154274285,Low,Compliant
SWM_102497,East Zone,District_H,39,07-03-2025,17:56,Market,CP_2570,33.375416,78.442459,Organic,Crop Residue,464.84,7.98,30.33,58.19,4.07,24.01,15.14,21.35,3.52,8.18,8.82,41.98,49.71,31.1,198,5,27.87,Yes,Mini Truck,10214,40.67,162,14.55,Low,Waste Processing Unit,27.67,37.14,55.47,16.19,96.13,73.26,4.68,211.8,10.78,Low,Energy Recovery,9.838729841230155,23.466666666666665,81.8,73.25732573257326,37.15075746304472,Low,52.5,5.017827637185842,32.44868162448908,Low,Compliant
SWM_102498,Central Zone,District_F,51,10-04-2025,13:24,Market,CP_5929,14.655187,76.311136,Plastic,Plastic Bags,580.02,8.68,8.85,58.81,76.87,31.42,38.42,22.83,6.9,4.95,9.24,28.27,93.76,65.18,168,10,37.45,No,Mini Truck,1722,7.12,152,8.57,Low,Waste Processing Unit,3.93,69.23,51.69,73.79,78.23,93.14,11.7,144.22,68.05,High,Landfill,21.815226903362923,46.0,49.5,93.13931393139315,44.09698785105414,Medium,43.125,54.82215844856074,47.209147534568224,Moderate,Compliant
SWM_102499,Suburban Zone,District_F,48,18-11-2024,15:41,Market,CP_1362,11.756205,70.68893,Metal,Copper,539.74,8.75,76.69,91.57,35.4,48.99,1.52,52.21,4.82,9.22,2.23,38.01,51.91,45.78,124,1,24.75,Yes,Auto Tipper,11448,42.65,174,8.66,Low,Transfer Station,46.3,14.13,60.45,23.11,59.44,94.66,92.09,152.26,16.41,Medium,Energy Recovery,5.938242280285036,32.13333333333333,92.2,94.65946594659465,43.047550137436545,Medium,29.375,9.913905557004957,24.088338333768153,Low,Compliant
SWM_102500,South Zone,District_H,19,13-05-2025,20:43,Commercial,CP_6272,9.237172,92.026634,Organic,Fruit Waste,214.46,3.55,24.23,84.01,78.31,37.76,32.94,37.23,7.93,7.22,0.36,19.66,71.55,40.21,194,3,59.11,Yes,Dump Truck,6633,47.14,100,23.93,High,Waste Processing Unit,80.53,41.92,28.74,23.48,13.17,3.68,5.31,191.76,37.02,Low,Composting,48.89361170146269,52.86666666666666,72.2,3.670367036703671,47.76466640275729,Medium,51.24999999999999,27.837203235063924,44.549494303852505,Moderate,Compliant
SWM_102501,Central Zone,District_G,53,02-08-2025,16:12,Market,CP_1217,19.071751,85.156904,Organic,Food Waste,612.25,2.53,69.54,13.9,79.1,14.25,33.49,11.43,14.26,8.27,3.59,29.38,20.29,30.17,83,6,43.14,Yes,Compactor Truck,4458,27.71,102,7.28,Low,Transfer Station,47.88,66.85,37.13,23.22,54.77,2.9,34.08,335.45,43.62,Low,Composting,28.92861607700963,95.06666666666666,82.69999999999999,2.8902890289028904,52.31165645180595,Medium,16.5625,33.57683276806679,37.36763316375337,Low,Compliant
SWM_102502,Central Zone,District_E,51,09-08-2024,14:12,Institutional,CP_1609,18.017511,92.600603,Plastic,PET,748.51,9.96,13.4,28.97,56.9,48.72,9.69,53.89,11.09,9.83,0.94,28.66,55.86,80.65,99,6,72.32,Yes,Auto Tipper,1651,54.47,105,33.87,High,Waste Processing Unit,5.54,48.65,40.71,99.71,42.73,68.26,28.44,384.19,28.76,High,Recycling,65.40817602200275,73.93333333333332,98.3,68.25682568256826,74.54512759451967,High,21.5625,20.653969910426994,31.764107639794762,Low,Compliant
SWM_102503,Central Zone,District_G,4,09-09-2024,07:05,Market,CP_6890,25.504593,93.177517,Paper,Magazine,35.01,6.15,88.5,15.93,14.67,23.54,34.84,33.77,7.63,0.87,9.62,27.37,38.89,49.41,278,3,53.13,No,Auto Tipper,8851,28.05,129,28.16,Moderate,Waste Processing Unit,86.79,5.73,49.08,41.4,1.09,81.65,10.43,104.26,10.55,Medium,Composting,41.41767720965121,50.866666666666674,8.7,81.64816481648165,43.2709622729994,Medium,77.5,4.817810244369077,50.368676406644056,Moderate,Warning
SWM_102504,North Zone,District_D,22,22-06-2025,14:41,Institutional,CP_3163,13.812227,73.127672,Plastic,PET,291.34,7.98,9.62,86.03,26.13,30.33,0.48,21.95,0.03,1.65,4.48,32.45,31.47,89.43,346,2,35.12,Yes,Mini Truck,7841,7.83,68,14.67,Moderate,Waste Processing Unit,55.14,98.89,41.87,42.6,5.93,76.58,18.18,457.09,109.72,Medium,Landfill,18.90236279534942,0.2,16.499999999999996,76.57765776577658,22.39759378300625,Low,98.75,91.06009218192887,76.73302765457866,High,Violation
SWM_102505,South Zone,District_A,53,26-09-2024,16:49,Industrial,CP_3205,30.278402,86.631149,Mixed,Mixed Dry,491.05,5.55,17.29,77.88,38.19,31.28,14.96,12.04,12.1,3.42,8.67,44.07,82.25,15.38,108,3,88.4,Yes,Mini Truck,6177,31.64,149,11.17,Moderate,Transfer Station,9.32,27.85,13.74,2.56,98.78,83.15,73.89,148.09,8.19,Medium,Landfill,85.51068883610452,80.66666666666666,34.199999999999996,83.14831483148315,73.68318942583095,High,24.375,2.7654578659013827,29.15047069310375,Low,Compliant
SWM_102506,West Zone,District_G,36,07-02-2025,10:31,Hospital,CP_4067,22.070913,89.509138,Plastic,Plastic Bags,771.01,10.16,80.95,23.87,12.43,12.39,5.54,47.91,13.55,3.07,8.77,19.49,70.8,63.3,223,6,42.14,No,Dump Truck,6852,46.32,93,10.06,Low,Transfer Station,41.61,70.99,33.82,85.54,86.54,20.25,44.04,281.93,52.16,Low,Landfill,27.678459807475935,90.33333333333334,30.7,20.242024202420243,42.831020886686744,Medium,60.3125,41.00356552743717,60.52398632489782,High,Warning
SWM_102507,Industrial Zone,District_G,57,21-03-2025,02:24,Market,CP_6899,22.557192,70.156623,Glass,Bottle,698.64,3.62,5.15,68.51,52.04,49.16,28.77,19.96,14.29,3.65,8.21,27.06,23.65,88.05,248,7,48.02,No,Auto Tipper,8814,20.99,139,29.2,Low,Waste Processing Unit,32.2,11.8,40.45,82.38,13.02,55.45,13.23,67.54,48.55,Medium,Recycling,35.02937867233405,95.26666666666667,36.5,55.44554455445545,53.4452498187686,Medium,68.125,37.864162101052266,64.47508196364902,High,Warning
SWM_102508,Urban Zone,District_B,15,30-11-2024,17:29,Residential,CP_1840,27.078616,75.974633,Metal,Aluminum,367.67,6.0,76.51,81.9,0.19,20.7,26.24,51.14,0.73,6.28,8.42,24.89,35.39,56.14,119,6,97.01,No,Dump Truck,7638,41.88,169,18.13,Moderate,Transfer Station,2.09,55.67,34.88,18.57,50.01,34.14,3.87,446.28,89.25,High,Landfill,96.27453431678961,4.866666666666666,62.8,34.13341334133414,57.40649239458264,Medium,27.8125,73.25854422123663,36.85714659970433,Low,Warning
SWM_102509,Central Zone,District_H,40,03-09-2024,08:41,Market,CP_6720,25.946112,92.383799,Plastic,HDPE,178.48,3.58,43.99,6.02,70.68,24.53,12.99,28.68,4.88,2.86,4.48,31.01,52.5,65.75,329,5,82.67,No,Dump Truck,8456,4.38,6,32.84,Moderate,Recycling Plant,22.85,25.21,59.95,97.57,1.74,67.31,69.69,361.25,6.11,Low,Energy Recovery,78.34729341167646,32.53333333333333,28.599999999999998,67.3067306730673,55.28826029896401,Medium,93.4375,0.9566049221671455,53.51239814331681,Moderate,Warning
SWM_102510,Central Zone,District_F,3,14-01-2025,05:16,Industrial,CP_7318,25.584202,71.335618,Mixed,Mixed Wet,80.89,8.41,64.52,88.99,0.27,18.94,0.49,21.88,7.37,5.3,3.56,37.58,51.17,62.06,130,8,84.01,Yes,Electric Vehicle,10885,11.28,90,14.19,High,Recycling Plant,52.14,76.76,42.54,7.28,98.88,70.79,72.27,300.46,67.91,High,Landfill,80.02250281285161,49.13333333333333,53.0,70.78707870787079,65.5103962646546,High,31.25,54.70040873119402,41.86178928602487,Moderate,Compliant
SWM_102511,South Zone,District_G,42,14-01-2025,10:41,Residential,CP_4241,36.827405,85.258355,Metal,Copper,190.76,11.58,50.71,2.07,45.87,3.52,21.1,49.52,8.08,3.73,8.83,43.04,46.06,59.87,216,10,98.63,No,Dump Truck,10238,11.51,76,13.33,Low,Composting Facility,42.84,10.09,27.2,54.47,22.85,68.63,34.77,90.29,92.92,Low,Landfill,98.29978747343418,53.86666666666666,37.3,68.62686268626862,70.54061105898063,High,58.12500000000001,76.45012609792155,62.7708711627098,High,Violation
SWM_102512,South Zone,District_D,16,01-11-2024,21:06,Hospital,CP_3486,24.455073,91.921209,Metal,Iron,300.92,0.43,8.97,79.54,32.85,48.82,33.21,0.97,13.05,2.13,4.86,31.67,24.48,15.08,69,10,53.84,No,Electric Vehicle,2427,38.91,25,12.05,High,Recycling Plant,52.64,37.91,63.04,42.44,85.16,98.37,91.31,134.42,57.58,High,Landfill,42.30528816102013,87.0,21.3,98.36983698369838,57.68759081196281,Medium,12.1875,45.71701887120619,37.20885566136186,Low,Compliant
SWM_102513,Suburban Zone,District_H,45,12-08-2024,01:24,Institutional,CP_5825,21.305714,92.373525,Mixed,Mixed Wet,298.61,6.69,56.79,11.15,44.64,12.34,8.26,15.02,1.49,0.7,6.47,43.41,71.6,37.42,224,1,46.8,No,Auto Tipper,11219,32.94,5,34.92,High,Recovery Center,20.25,46.85,49.89,93.12,53.62,78.09,8.78,223.08,75.31,Medium,Energy Recovery,33.504188023502934,9.933333333333334,6.999999999999999,78.08780878087809,28.99817985986622,Low,60.62499999999999,61.1357509348639,50.63989194712583,Moderate,Warning
SWM_102514,East Zone,District_H,7,21-10-2024,11:26,Industrial,CP_4659,27.6515,93.671152,Metal,Copper,480.53,3.62,50.82,71.15,62.75,47.23,7.63,39.66,3.0,3.18,1.43,38.87,88.55,3.59,323,5,85.08,No,Dump Truck,10903,15.26,57,20.5,High,Transfer Station,74.82,50.69,23.12,90.62,59.36,93.13,84.66,530.89,46.6,Medium,Energy Recovery,81.36017002125267,20.0,31.8,93.12931293129313,57.873464948195036,Medium,91.5625,36.168362466301424,60.63175873989043,High,Warning
SWM_102515,West Zone,District_G,6,10-06-2025,17:19,Institutional,CP_2485,36.632139,92.719439,Glass,Container,283.33,10.78,69.2,72.51,0.5,1.13,27.79,16.72,0.88,2.86,8.38,30.71,66.17,96.06,265,7,45.87,No,Dump Truck,9577,1.66,177,14.29,Low,Recovery Center,95.67,48.23,56.98,76.04,11.49,73.39,29.78,257.37,35.99,Medium,Landfill,32.341542692836605,5.866666666666666,28.599999999999998,73.38733873387339,31.13138455388232,Low,73.4375,26.941473171580142,45.97452528480737,Moderate,Warning
SWM_102516,South Zone,District_G,41,22-07-2025,14:14,Industrial,CP_3663,12.452821,78.48238,Plastic,PET,93.82,10.17,31.01,65.36,23.74,10.54,28.55,37.44,3.27,6.12,0.05,22.78,74.58,49.22,258,10,36.29,Yes,Mini Truck,6263,30.85,54,19.68,High,Recycling Plant,63.39,7.25,81.93,5.83,45.39,71.05,34.48,549.67,91.85,High,Composting,20.365045630703836,21.8,61.199999999999996,71.04710471047105,36.49308395885219,Low,71.25,75.51961040090443,62.640883120271326,High,Warning
SWM_102517,North Zone,District_F,21,06-06-2025,09:21,Hospital,CP_9029,20.355394,73.330965,Glass,Broken Glass,53.88,9.66,21.51,26.97,0.83,0.91,9.22,52.37,11.71,7.7,8.27,23.04,93.43,27.86,61,3,31.99,No,Dump Truck,11177,18.38,99,22.16,High,Waste Processing Unit,12.44,73.86,37.15,56.84,73.42,90.19,81.93,340.98,118.98,Medium,Composting,14.989373671708965,78.06666666666668,77.0,90.18901890189018,54.44076897063378,Medium,9.6875,99.11296634489956,50.1909732368032,Moderate,Warning
SWM_102518,Industrial Zone,District_F,37,20-04-2025,19:59,Residential,CP_3794,23.362436,83.543193,Metal,Copper,143.62,1.95,19.34,59.18,33.21,19.29,5.1,22.87,5.67,6.21,3.88,29.31,40.44,15.78,294,2,44.0,Yes,Mini Truck,9126,3.52,137,9.74,Low,Waste Processing Unit,32.5,14.56,66.5,28.08,61.55,64.39,44.73,291.5,71.87,High,Recycling,30.003750468808605,37.8,62.1,64.38643864386438,43.5294659841031,Medium,82.5,58.14418645099574,66.25325593529872,High,Warning
SWM_102519,West Zone,District_F,38,20-01-2025,15:49,Industrial,CP_2787,15.611234,68.616104,Organic,Garden Waste,523.12,7.38,45.49,87.58,40.69,15.17,28.54,57.74,11.05,9.09,1.13,21.27,31.6,84.34,150,5,51.18,No,Auto Tipper,3825,29.18,56,11.95,Low,Transfer Station,73.61,84.53,16.02,19.27,33.94,28.02,53.15,461.44,96.23,Low,Composting,38.97987248406051,73.66666666666667,90.9,28.012801280128013,56.39053585231008,Medium,37.5,79.32863727280633,57.281924515175234,Moderate,Compliant
SWM_102520,North Zone,District_C,19,18-10-2024,02:49,Industrial,CP_6230,14.045041,73.091874,Metal,Copper,303.68,1.94,12.8,24.26,31.52,29.39,28.93,13.37,12.28,0.34,4.44,35.09,41.84,82.04,69,2,89.36,No,Compactor Truck,8622,6.27,74,21.48,Low,Transfer Station,1.88,27.96,13.69,62.43,24.87,28.24,20.56,176.53,30.89,High,Energy Recovery,86.71083885485686,81.86666666666666,3.4000000000000004,28.23282328232823,60.065925700958644,High,12.1875,22.50630489607792,29.21897480215671,Low,Compliant
SWM_102521,East Zone,District_G,13,07-08-2024,17:19,Commercial,CP_9123,28.238268,95.718502,Paper,Newspaper,402.38,7.28,74.54,47.61,24.16,47.55,36.25,13.22,10.55,6.47,6.5,40.43,70.56,62.16,108,4,87.69,Yes,Electric Vehicle,5201,16.63,167,27.81,Low,Composting Facility,70.15,87.03,99.83,55.76,48.44,60.07,65.87,439.27,37.34,Low,Recycling,84.6230778847356,70.33333333333334,64.7,60.066006600660074,73.38246547732659,High,24.375,28.115488303330732,34.68881315766589,Low,Compliant
SWM_102522,South Zone,District_A,25,18-08-2024,04:19,Residential,CP_8939,22.123939,78.756697,Mixed,General Waste,50.24,7.39,79.36,92.15,41.39,38.29,28.5,13.73,0.94,7.48,2.83,32.83,59.3,98.14,148,5,71.57,No,Compactor Truck,4401,50.98,76,30.58,High,Waste Processing Unit,99.98,86.39,21.11,96.14,34.01,60.78,94.14,159.93,103.59,High,Recycling,64.47055881985247,6.266666666666667,74.8,60.77607760776078,51.43130183577178,Medium,36.875,85.72919384294286,45.409591486216186,Moderate,Warning
SWM_102523,Suburban Zone,District_D,16,04-06-2025,16:13,Hospital,CP_7007,35.641426,92.758754,Plastic,Plastic Bags,658.95,3.32,39.6,76.03,9.45,44.42,8.41,33.89,1.58,1.85,5.86,35.14,40.23,14.29,172,2,63.96,No,Compactor Truck,10706,50.6,145,9.65,High,Waste Processing Unit,69.16,38.59,94.31,8.26,4.0,12.43,78.24,556.75,99.58,High,Recycling,54.9568696087011,10.533333333333333,18.5,12.421242124212421,30.179267495445636,Low,44.375,82.24193408122446,48.966746891034006,Moderate,Compliant
SWM_102524,Industrial Zone,District_C,7,12-07-2025,13:56,Industrial,CP_2444,28.817128,69.669955,Plastic,LDPE,186.77,11.24,57.94,46.83,52.18,8.93,35.71,39.38,7.07,4.57,8.22,26.31,30.28,22.28,146,6,26.49,Yes,Electric Vehicle,3141,30.96,171,27.74,Low,Waste Processing Unit,93.4,75.08,58.31,86.4,89.22,71.24,5.63,203.39,43.66,Low,Landfill,8.113514189273657,47.13333333333333,45.7,71.23712371237123,34.85430756589848,Low,36.25,33.61161840160014,37.63515218714671,Low,Compliant
SWM_102525,North Zone,District_E,47,14-10-2024,21:09,Hospital,CP_6111,36.924061,81.460715,Paper,Office Paper,614.27,9.8,60.53,1.83,1.55,40.94,29.57,32.17,3.73,0.87,1.64,33.67,60.94,112.95,116,7,96.58,Yes,Compactor Truck,5027,34.98,90,33.97,Moderate,Waste Processing Unit,81.22,75.24,43.73,38.94,26.41,93.71,83.44,139.18,34.03,High,Recycling,95.73696712089011,24.866666666666667,8.7,93.70937093709371,60.307859155586776,High,26.875,25.236977128445954,25.98192647186712,Low,Warning
SWM_102526,Central Zone,District_A,58,09-06-2025,15:11,Industrial,CP_6901,24.8585,79.994393,Plastic,HDPE,186.84,9.54,5.13,34.33,74.35,38.04,16.05,55.72,13.51,0.53,1.28,28.46,89.7,101.3,53,7,23.82,Yes,Mini Truck,4697,31.23,161,29.37,Low,Recycling Plant,27.59,72.25,36.97,27.41,39.26,95.08,90.53,551.81,110.5,Medium,Composting,4.775596949618703,90.06666666666666,5.300000000000001,95.07950795079508,39.74883163913341,Low,7.187499999999999,91.7384120358292,49.128606944082094,Moderate,Warning
SWM_102527,East Zone,District_H,24,05-04-2025,20:22,Hospital,CP_3705,13.169949,93.985781,Paper,Cardboard,185.58,10.09,51.06,24.0,31.88,21.67,29.33,36.36,12.25,3.97,7.44,39.41,24.74,45.08,167,1,90.88,No,Mini Truck,7128,42.59,112,17.9,High,Composting Facility,18.3,9.66,22.94,24.47,37.07,17.69,14.6,512.64,33.7,High,Energy Recovery,88.61107638454807,81.66666666666667,39.7,17.681768176817684,66.45336244700856,High,42.8125,24.949995651795813,45.22458202887208,Moderate,Warning
SWM_102528,Industrial Zone,District_F,26,27-05-2025,14:33,Commercial,CP_9341,24.286556,73.779687,Paper,Office Paper,403.57,3.47,12.38,98.22,36.62,19.65,7.96,29.72,9.53,3.05,4.8,24.4,59.58,94.47,332,9,24.82,Yes,Auto Tipper,3520,31.55,147,17.18,Moderate,Composting Facility,7.4,94.05,25.98,56.46,37.26,27.11,52.72,425.86,95.34,Low,Energy Recovery,6.025753219152395,63.53333333333333,30.5,27.102710271027103,28.459041161648358,Low,94.375,78.55465692668928,83.46056374467345,Critical,Warning
SWM_102529,Urban Zone,District_E,34,09-01-2025,00:30,Institutional,CP_1693,26.38381,83.262584,Metal,Aluminum,626.26,6.31,87.81,52.67,25.38,22.32,19.6,17.01,2.38,4.31,8.97,24.9,47.14,90.93,206,6,26.58,No,Compactor Truck,4316,49.68,139,29.37,Low,Waste Processing Unit,54.98,20.95,9.27,23.17,76.15,93.35,73.79,335.47,114.33,Low,Energy Recovery,8.22602825353169,15.866666666666665,43.099999999999994,93.34933493349334,29.879478208103343,Low,55.00000000000001,95.06913644664753,59.19407426732759,Moderate,Violation
SWM_102530,East Zone,District_G,41,11-02-2025,07:42,Institutional,CP_1015,32.028453,87.019282,Mixed,Municipal Mixed,49.57,3.6,31.2,34.72,31.15,46.97,29.67,41.52,6.4,3.38,1.2,30.24,35.4,46.92,35,5,32.51,No,Electric Vehicle,7066,21.3,11,3.63,Low,Waste Processing Unit,0.6,86.99,64.13,58.77,51.38,72.67,73.62,563.74,33.11,Medium,Energy Recovery,15.639454931866482,42.66666666666667,33.8,72.66726672667266,34.58253864841416,Low,1.5625,24.436907557178888,16.645655600487,Low,Compliant
SWM_102531,Industrial Zone,District_G,44,11-03-2025,22:25,Institutional,CP_6685,30.770765,96.743574,Organic,Crop Residue,42.64,4.61,42.06,82.18,1.1,29.93,35.7,8.86,1.73,10.0,8.26,36.83,49.92,102.48,294,10,93.82,Yes,Electric Vehicle,6293,44.21,141,17.13,Moderate,Recovery Center,58.35,9.85,15.8,78.3,2.93,4.92,50.8,135.5,38.78,Medium,Composting,92.28653581697712,11.533333333333333,100.0,4.910491049104911,60.53452131748992,High,82.5,29.367771110531354,52.36699799982607,Moderate,Violation
SWM_102532,East Zone,District_C,13,31-05-2025,23:12,Commercial,CP_5742,19.566111,83.145407,Mixed,Mixed Wet,241.16,5.91,36.51,8.1,69.37,14.07,24.37,34.19,2.99,0.3,8.57,31.44,51.09,91.55,51,5,22.65,Yes,Mini Truck,2003,46.15,107,17.54,Low,Recycling Plant,55.16,75.24,54.68,6.18,72.86,78.63,46.19,285.87,33.97,Low,Recycling,3.3129141142642817,19.933333333333334,3.0,78.62786278627863,18.70267839698084,Low,6.5625,25.184798678145924,14.823356270110443,Low,Compliant
SWM_102533,North Zone,District_G,55,17-03-2025,01:29,Market,CP_8689,26.68072,93.577667,Organic,Food Waste,531.66,9.3,76.18,22.61,32.17,21.8,22.36,2.95,8.83,0.89,8.07,44.0,41.73,60.79,156,7,85.86,Yes,Dump Truck,10694,19.56,25,8.0,High,Recycling Plant,73.91,69.84,56.99,94.44,95.51,86.15,29.3,166.2,101.11,Medium,Landfill,82.33529191148894,58.86666666666667,8.9,86.14861486148615,62.353075660485175,High,39.375,83.57248456387512,56.53257870249587,Moderate,Warning
SWM_102534,East Zone,District_A,54,15-11-2024,06:50,Commercial,CP_9971,26.889466,79.487655,Mixed,General Waste,339.61,10.27,18.88,94.4,50.66,39.57,14.83,35.21,11.25,4.35,4.88,33.72,24.76,103.58,85,3,89.33,Yes,Compactor Truck,3584,17.6,146,35.43,Moderate,Recycling Plant,74.52,48.32,34.78,39.94,53.44,41.25,42.02,153.75,86.4,Medium,Recycling,86.67333416677086,75.0,43.49999999999999,41.244124412441245,68.30595232857453,High,17.1875,70.78006783198539,44.82777034959562,Moderate,Compliant
SWM_102535,East Zone,District_E,60,04-11-2024,07:42,Industrial,CP_5881,25.678156,96.765143,Organic,Garden Waste,130.17,1.54,48.85,15.2,48.85,9.81,19.32,36.68,6.87,3.2,7.82,41.08,40.85,97.61,104,5,51.33,Yes,Compactor Truck,5706,29.77,66,10.81,Low,Composting Facility,62.57,10.09,59.16,98.97,75.35,89.5,46.42,119.58,38.17,High,Composting,39.16739592449056,45.800000000000004,32.0,89.4989498949895,46.94180085404465,Medium,23.125,28.83729019914776,29.373687059744327,Low,Compliant
SWM_102536,East Zone,District_A,1,10-03-2025,02:46,Residential,CP_2581,9.421861,82.552518,Mixed,Mixed Wet,526.74,5.21,52.87,32.07,6.87,21.6,21.91,58.96,5.21,6.78,8.23,27.06,89.74,40.66,96,8,97.58,Yes,Auto Tipper,11801,1.13,177,26.1,Low,Transfer Station,78.99,28.01,11.71,2.44,7.44,54.3,83.92,75.35,18.02,Low,Landfill,96.9871233904238,34.733333333333334,67.80000000000001,54.295429542954295,69.18249712094601,High,20.625,11.314027306722323,20.653374858683364,Low,Warning
SWM_102537,Industrial Zone,District_A,42,11-07-2025,16:09,Market,CP_9000,8.147987,76.186045,Plastic,PET,738.57,3.46,42.47,17.9,9.3,9.12,8.42,7.82,11.87,4.77,5.4,28.12,35.81,11.27,149,6,26.07,Yes,Compactor Truck,10898,11.92,87,34.31,Moderate,Recycling Plant,21.65,35.48,57.28,51.14,66.58,19.43,52.4,469.94,49.56,Low,Energy Recovery,7.588448556069509,79.13333333333334,47.699999999999996,19.421942194219422,35.27200408489405,Low,37.1875,38.742499347769375,46.04316647099748,Moderate,Compliant
SWM_102538,Suburban Zone,District_C,38,22-01-2025,08:59,Industrial,CP_9510,36.184938,84.760534,Glass,Broken Glass,546.36,5.62,77.92,45.15,75.38,15.37,34.63,38.36,11.99,0.38,2.77,40.87,43.88,85.52,238,8,99.38,No,Dump Truck,1917,11.45,142,17.87,High,Waste Processing Unit,16.51,15.43,63.3,19.14,48.27,97.79,33.31,529.23,50.58,Medium,Recycling,99.23740467558446,79.93333333333334,3.8,97.7897789778978,75.10676205025179,High,65.0,39.62953300286981,60.375526567527615,High,Violation
SWM_102539,Industrial Zone,District_D,25,05-07-2025,13:17,Residential,CP_5506,15.623082,77.751299,Metal,Aluminum,119.6,8.21,48.27,61.38,24.25,32.67,6.58,39.15,1.22,4.0,6.1,41.09,80.93,63.23,312,4,90.67,Yes,Electric Vehicle,1651,30.85,157,21.65,Low,Waste Processing Unit,72.06,87.78,60.27,94.42,23.26,92.43,22.17,334.79,96.54,High,Recycling,88.34854356794601,8.133333333333333,40.0,92.42924292429244,59.2371371991556,Medium,88.125,79.5982259326898,69.56863444647361,High,Violation
SWM_102540,Suburban Zone,District_A,9,02-07-2025,05:33,Institutional,CP_4075,31.245941,76.066619,Plastic,PET,789.0,1.15,7.96,84.15,65.52,35.64,34.03,8.25,1.44,9.69,6.24,42.84,87.98,78.38,201,7,70.28,No,Compactor Truck,7904,22.24,22,7.67,Moderate,Composting Facility,68.66,81.79,54.46,5.09,14.49,10.2,65.78,356.28,58.65,Medium,Composting,62.857857232154025,9.6,96.89999999999999,10.191019101910191,48.45179575814814,Medium,53.43750000000001,46.64753456822333,42.633010370467005,Moderate,Warning
SWM_102541,East Zone,District_E,21,19-11-2024,03:49,Market,CP_9932,23.758848,76.00269,Plastic,Plastic Bags,647.69,4.08,59.77,39.09,5.77,12.85,38.6,11.43,1.57,2.91,8.78,26.26,51.3,37.21,260,8,99.12,Yes,Auto Tipper,3986,59.99,81,20.35,Low,Recovery Center,78.48,22.01,37.43,67.93,28.63,22.47,92.22,176.81,11.82,High,Recycling,98.9123640455057,10.466666666666667,29.100000000000005,22.46224622462246,51.370949218562316,Medium,71.875,5.922254109052962,39.80750956604922,Low,Violation
